,pairID,premise,hypothesis,propositional_logic_rule
2284,2591110592.jpg#0r1e,A child holds a dress.,Either a child holds a dress or no child holds a dress. ,Disjunction
2285,2591110592.jpg#0r1e,A child holds a dress.,Both a child holds a dress and no child holds a dress. ,Conjunction
2286,1936972115.jpg#3r1e,A man laughing.,Either a man laughing or no man laughing. ,Disjunction
2287,1936972115.jpg#3r1e,A man laughing.,Both a man laughing and no man laughing. ,Conjunction
2288,1235681222.jpg#2r1e,There are people sitting on benches outdoors.,Either there are people sitting on benches outdoors or there are no people sitting on benches outdoors. ,Disjunction
2289,1235681222.jpg#2r1e,There are people sitting on benches outdoors.,Both there are people sitting on benches outdoors and there are no people sitting on benches outdoors. ,Conjunction
2290,4689485382.jpg#4r1e,There is a table.,Either there is a table or there is not a table. ,Disjunction
2291,4689485382.jpg#4r1e,There is a table.,Both there is a table and there is not a table. ,Conjunction
2292,6848277313.jpg#4r2e,A man gives presentation.,Either a man gives presentation or no man gives presentation. ,Disjunction
2293,6848277313.jpg#4r2e,A man gives presentation.,Both a man gives presentation and no man gives presentation. ,Conjunction
2294,5924713518.jpg#3r1e,There is a boy and a telescope.,Either there is a boy and a telescope or there is not a boy and a telescope. ,Disjunction
2295,5924713518.jpg#3r1e,There is a boy and a telescope.,Both there is a boy and a telescope and there is not a boy and a telescope. ,Conjunction
2296,4525526342.jpg#4r1e,A man is smoking on a street.,Either a man is smoking on a street or no man is smoking on a street. ,Disjunction
2297,4525526342.jpg#4r1e,A man is smoking on a street.,Both a man is smoking on a street and no man is smoking on a street. ,Conjunction
2298,459560694.jpg#1r1e,A man is reaching out to a strand of lamps.,Either a man is reaching out to a strand of lamps or no man is reaching out to a strand of lamps. ,Disjunction
2299,459560694.jpg#1r1e,A man is reaching out to a strand of lamps.,Both a man is reaching out to a strand of lamps and no man is reaching out to a strand of lamps. ,Conjunction
2300,542389533.jpg#0r1e,The children are outdoors.,Either the children are outdoors or the children are not outdoors. ,Disjunction
2301,542389533.jpg#0r1e,The children are outdoors.,Both the children are outdoors and the children are not outdoors. ,Conjunction
2302,4081678254.jpg#0r1e,Two people are next to each other.,Either two people are next to each other or no two people are next to each other. ,Disjunction
2303,4081678254.jpg#0r1e,Two people are next to each other.,Both two people are next to each other and no two people are next to each other. ,Conjunction
2304,3308132698.jpg#3r1e,The choir is singing.,Either the choir is singing or the choir is not singing. ,Disjunction
2305,3308132698.jpg#3r1e,The choir is singing.,Both the choir is singing and the choir is not singing. ,Conjunction
2306,3485240754.jpg#0r1e,A person walks a way from a dirt circle.,Either a person walks a way from a dirt circle or no person walks away from a dirt circle. ,Disjunction
2307,3485240754.jpg#0r1e,A person walks a way from a dirt circle.,Both a person walks a way from a dirt circle and no person walks away from a dirt circle. ,Conjunction
2308,3485240754.jpg#0r1n,A person walks away.,Either a person walks away or no person walks away. ,Disjunction
2309,3485240754.jpg#0r1n,A person walks away.,Both a person walks away and no person walks away. ,Conjunction
2310,4914829251.jpg#0r1e,People are riding bikes in both directions on a road.,Either people are riding bikes in both directions on a road or nobody is riding bikes in both directions on a road. ,Disjunction
2311,4914829251.jpg#0r1e,People are riding bikes in both directions on a road.,Both people are riding bikes in both directions on a road and nobody is riding bikes in both directions on a road. ,Conjunction
2312,484093882.jpg#0r1e,The man is outdoors.,Either the man is outdoors or the man is not outdoors. ,Disjunction
2313,484093882.jpg#0r1e,The man is outdoors.,Both the man is outdoors and the man is not outdoors. ,Conjunction
2314,263850317.jpg#3r1e,A young woman in a black skirt is walking next to nearby shops.,Either a young woman in a black skirt is walking next to nearby shops or no young woman in a black skirt is walking next to nearby shops. ,Disjunction
2315,263850317.jpg#3r1e,A young woman in a black skirt is walking next to nearby shops.,Both a young woman in a black skirt is walking next to nearby shops and no young woman in a black skirt is walking next to nearby shops. ,Conjunction
2316,2436549353.jpg#0r1n,The boy and girl are playing together.,Either the boy and girl are playing together or the boy and girl are not playing together. ,Disjunction
2317,2436549353.jpg#0r1n,The boy and girl are playing together.,Both the boy and girl are playing together and the boy and girl are not playing together. ,Conjunction
2318,2436549353.jpg#0r1e,The boy and girl are outside.,Either the boy and girl are outside or the boy and girl are not outside. ,Disjunction
2319,2436549353.jpg#0r1e,The boy and girl are outside.,Both the boy and girl are outside and the boy and girl are not outside. ,Conjunction
2320,109741554.jpg#2r1e,A man working in the snow.,Either a man working in the snow or no man is working in the snow. ,Disjunction
2321,109741554.jpg#2r1e,A man working in the snow.,Both a man working in the snow and no man is working in the snow. ,Conjunction
2322,2631799914.jpg#3r1n,The kids are indoors playing a video game.,Either the kids are indoors playing a video game or the kids are not indoors playing a video game. ,Disjunction
2323,2631799914.jpg#3r1n,The kids are indoors playing a video game.,Both the kids are indoors playing a video game and the kids are not indoors playing a video game. ,Conjunction
2324,308452930.jpg#1r1e,Children play in the snow.,Either children play in the snow or no children play in the snow. ,Disjunction
2325,308452930.jpg#1r1e,Children play in the snow.,Both children play in the snow and no children play in the snow. ,Conjunction
2326,2328550379.jpg#0r1e,A man reaches into a car.,Either a man reaches into a car or no man reaches into a car. ,Disjunction
2327,2328550379.jpg#0r1e,A man reaches into a car.,Both a man reaches into a car and no man reaches into a car. ,Conjunction
2328,4720431530.jpg#0r1e,A group of people wait at a bus stop as a large white and blue bus stops.,Either a group of people wait at a bus stop as a large white and blue bus stops or no group of people wait at a bus stop as a large white and blue bus stops. ,Disjunction
2329,4720431530.jpg#0r1e,A group of people wait at a bus stop as a large white and blue bus stops.,Both a group of people wait at a bus stop as a large white and blue bus stops and no group of people wait at a bus stop as a large white and blue bus stops. ,Conjunction
2330,2088705195.jpg#2r1n,Two people paddle their boat on the ocean.,Either two people paddle their boat on the ocean or no two people paddle their boat on the ocean. ,Disjunction
2331,2088705195.jpg#2r1n,Two people paddle their boat on the ocean.,Both two people paddle their boat on the ocean and no two people paddle their boat on the ocean. ,Conjunction
2332,2088705195.jpg#2r1e,Two people paddles a canoe on the ocean.,Either two people paddles a canoe on the ocean or no two people paddles a canoe on the ocean. ,Disjunction
2333,2088705195.jpg#2r1e,Two people paddles a canoe on the ocean.,Both two people paddles a canoe on the ocean and no two people paddles a canoe on the ocean. ,Conjunction
2334,3349955993.jpg#4r1e,A group of boys are playing soccer in the street.,Either a group of boys are playing soccer in the street or no group of boys are playing soccer in the street. ,Disjunction
2335,3349955993.jpg#4r1e,A group of boys are playing soccer in the street.,Both a group of boys are playing soccer in the street and no group of boys are playing soccer in the street. ,Conjunction
2336,6126962700.jpg#4r1e,A rally in a seperate country.,Either a rally in a seperate country or no rally in a separate country. ,Disjunction
2337,6126962700.jpg#4r1e,A rally in a seperate country.,Both a rally in a seperate country and no rally in a separate country. ,Conjunction
2338,3502897880.jpg#0r1e,A person in a shirt.,Either a person in a shirt or no person is in a shirt. ,Disjunction
2339,3502897880.jpg#0r1e,A person in a shirt.,Both a person in a shirt and no person is in a shirt. ,Conjunction
2340,5121796265.jpg#3r1e,A woman is reading.,Either a woman is reading or no woman is reading. ,Disjunction
2341,5121796265.jpg#3r1e,A woman is reading.,Both a woman is reading and no woman is reading. ,Conjunction
2342,5121796265.jpg#3r1n,A woman is holding a book.,Either a woman is holding a book or no woman is holding a book. ,Disjunction
2343,5121796265.jpg#3r1n,A woman is holding a book.,Both a woman is holding a book and no woman is holding a book. ,Conjunction
2344,4809887792.jpg#1r1e,The man is holding an instrument.,Either the man is holding an instrument or the man is not holding an instrument. ,Disjunction
2345,4809887792.jpg#1r1e,The man is holding an instrument.,Both the man is holding an instrument and the man is not holding an instrument. ,Conjunction
2346,2634907858.jpg#2r1e,The child is at play.,Either the child is at play or the child is not at play. ,Disjunction
2347,2634907858.jpg#2r1e,The child is at play.,Both the child is at play and the child is not at play. ,Conjunction
2348,2219959872.jpg#0r1e,A man is posing.,Either a man is posing or no man is posing. ,Disjunction
2349,2219959872.jpg#0r1e,A man is posing.,Both a man is posing and no man is posing. ,Conjunction
2350,4078158395.jpg#1r1n,A man is able to use his legs.,Either a man is able to use his legs or no man is able to use his legs. ,Disjunction
2351,4078158395.jpg#1r1n,A man is able to use his legs.,Both a man is able to use his legs and no man is able to use his legs. ,Conjunction
2352,4078158395.jpg#1r1e,A man is outside.,Either a man is outside or no man is outside. ,Disjunction
2353,4078158395.jpg#1r1e,A man is outside.,Both a man is outside and no man is outside. ,Conjunction
2354,3227499174.jpg#3r1e,A couple is getting married.,Either a couple is getting married or no couple is getting married. ,Disjunction
2355,3227499174.jpg#3r1e,A couple is getting married.,Both a couple is getting married and no couple is getting married. ,Conjunction
